10/15/2024,21.4,31.2
10/16/2024,24.5,34.3
10/17/2024,24.2,28.7
10/18/2024,24.4,29.7
10/19/2024,25.1,35
10/20/2024,23.5,33.4
10/21/2024,21.4,28.8
10/22/2024,19.7,28.6
10/23/2024,22.7,30
10/24/2024,22.6,27.7
10/25/2024,23.7,29.1
10/26/2024,23,27.4
10/27/2024,23.5,27.6
10/28/2024,22.5,26.3
10/29/2024,24.3,31.1
10/30/2024,21.8,31.9
10/31/2024,24.8,29.9
11/1/2024,24.8,31.3
11/2/2024,25.7,34.6
11/3/2024,24.6,33
11/4/2024,25.3,30.1
11/5/2024,24.6,29.9
11/6/2024,24.5,33.7
11/7/2024,27.1,34.3
11/8/2024,25.3,32.8
11/9/2024,25.5,34.5
11/10/2024,25.3,33
11/11/2024,24.9,33.3
11/12/2024,26.4,30.4
11/13/2024,27.5,31.3
11/14/2024,26,34.4
11/15/2024,26.7,33.9
11/16/2024,27,32.5
11/17/2024,25.7,34.2
11/18/2024,23.5,31
11/19/2024,23.1,28.8
11/20/2024,23.5,30.5
11/21/2024,22.2,29.6
11/22/2024,23.6,30.1
11/23/2024,22.7,32.2
11/24/2024,24.6,31.7
11/25/2024,20.8,32.2
11/26/2024,22.2,28.3
11/27/2024,23.7,27.8
11/28/2024,25.6,32.9
11/29/2024,24.8,35
11/30/2024,26.4,32.1
12/1/2024,23.5,30.5
12/2/2024,23.9,32.6
12/3/2024,24.2,34.1
12/4/2024,25,31.1
12/5/2024,23.3,30.4
12/6/2024,23.3,30.6
12/7/2024,25.3,28.6
12/8/2024,23.9,31.5
12/9/2024,22.7,32.8
12/10/2024,24,32.9
12/11/2024,26,33
12/12/2024,24.5,34.4
12/13/2024,23.3,33.2
12/14/2024,24.4,30.6
12/15/2024,22.6,26.2
12/16/2024,21.7,28.4
12/17/2024,20,29.3
12/18/2024,20.6,26.9
12/19/2024,21.5,26.9
12/20/2024,19.1,27.4
12/21/2024,18.6,30.5
12/22/2024,23.1,29.8
12/23/2024,23.4,30
12/24/2024,22.3,27
12/25/2024,21.8,23
12/26/2024,19.6,21.4
12/27/2024,21.7,27.2
12/28/2024,19.7,24.4
12/29/2024,18.5,22.8
12/30/2024,14.5,25.8
1/1/2025,16.6,22.9
1/2/2025,17.2,26.1
1/3/2025,16.2,24.7
1/4/2025,16.3,23.2
1/5/2025,19.4,24.7
